7/25/2022,ACAP Early Education Services,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Page 1 of 1,Unnamed: 24,Unnamed: 25
,,,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,71
,,,+/-,-,-,-,-,"?
1","?
1",-,-,-,"?
1",-,-,"?
1",-,,"?
1",-,-,-,,"?
1","?
6"
Classroom Average - Foundational Classroom,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,1,1,3,4,3,4,3,3,4,3,4,3,4,4,3,4,,3,4,4,3,,2,65
,,1,2,3,4,3,4,4,4,4,3,4,4,4,4,4,4,,4,4,4,3,,3,71
,,1,+/-,-,-,-,-,"?
1","?
1",-,-,-,"?
1",-,-,"?
1",-,,"?
1",-,-,-,,"?
1","?
6"
ACAP Early Education Services - Caribou Early Education Services - Full-Day Collab HS (Dur),,,,,,,,,,,,,,,,,,,,,,,,,
1740's Family,,1740,1,4,4,3,4,4,4,3,3,3,4,4,4,4,3,,4,3,4,3,,3,68
,,,2,4,4,3,4,4,4,3,3,3,4,4,4,4,4,,4,4,3,3,,3,69
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,"?
1",,-,"?
1","?
1",-,,-,"?
1"
2327's Family,,2327,1,4,4,3,3,3,3,4,3,4,4,4,4,3,4,,4,4,4,4,,3,69
,,,2,4,4,3,4,4,4,4,3,5,4,5,4,4,4,,4,4,4,4,,3,75
,,,+/-,-,-,-,"?
1","?
1","?
1",-,-,"?
1",-,"?
1",-,"?
1",-,,-,-,-,-,,-,"?
6"
Classroom Average - Full-Day Collab HS (Dur),,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,2,1,4,4,3,3.5,3.5,3.5,3.5,3,3.5,4,4,4,3.5,3.5,,4,3.5,4,3.5,,3,68.5
,,2,2,4,4,3,4,4,4,3.5,3,4,4,4.5,4,4,4,,4,4,3.5,3.5,,3,72
,,2,+/-,-,-,-,"?
0.5","?
0.5","?
0.5",-,-,"?
0.5",-,"?
0.5",-,"?
0.5","?
0.5",,-,"?
0.5","?
0.5",-,,-,"?
3.5"
ACAP Early Education Services - Caribou Early Education Services - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
1869's Family,,1869,1,3,4,3,4,3,3,5,3,4,3,5,3,3,4,,3,4,4,2,,3,66
,,,2,3,4,3,4,3,4,5,3,4,4,5,4,3,3,,4,4,4,4,,3,71
,,,+/-,-,-,-,-,-,"?
1",-,-,-,"?
1",-,"?
1",-,"?
1",,"?
1",-,-,"?
2",,-,"?
5"
2136's Family,,2136,1,3,4,3,4,3,4,3,3,4,4,4,4,3,3,,4,4,4,3,,2,66
,,,2,4,4,3,3,3,3,4,3,4,4,4,3,3,3,,3,4,4,3,,3,65
,,,+/-,"?
1",-,-,"?
1",-,"?
1","?
1",-,-,-,-,"?
1",-,-,,"?
1",-,-,-,,"?
1","?
1"
2129's Family,,2129,1,3,4,3,3,3,3,4,2,4,4,4,4,4,4,,4,4,3,3,,2,65
,,,2,3,4,3,4,4,4,4,3,4,4,4,4,3,4,,4,4,4,3,,3,70
,,,+/-,-,-,-,"?
1","?
1","?
1",-,"?
1",-,-,-,-,"?
1",-,,-,-,"?
1",-,,"?
1","?
5"
1233's Family,,1233,1,3,3,3,4,2,3,4,3,4,5,4,5,2,3,,5,3,4,4,,3,67
,,,2,3,3,3,4,2,3,4,3,4,5,4,5,2,3,,5,3,4,4,,3,67
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
2284's Family,,2284,1,4,4,3,4,4,4,4,3,4,4,4,4,5,4,,4,4,4,4,,3,74
,,,2,4,4,3,4,4,4,5,4,5,5,4,4,4,4,,4,4,4,4,,3,77
,,,+/-,-,-,-,-,-,-,"?
1","?
1","?
1","?
1",-,-,"?
1",-,,-,-,-,-,,-,"?
3"
2284's Family,,2284,1,4,4,3,4,4,4,4,3,4,4,4,4,5,4,,4,4,4,4,,3,74
,,,2,4,4,3,4,4,4,5,4,5,5,4,4,4,4,,4,4,4,4,,3,77
,,,+/-,-,-,-,-,-,-,"?
1","?
1","?
1","?
1",-,-,"?
1",-,,-,-,-,-,,-,"?
3"
1132's Family,,1132,1,5,5,5,3,5,4,4,3,5,5,5,5,5,5,,5,5,3,4,,4,85
,,,2,5,5,5,3,5,4,4,3,5,5,5,5,5,4,,5,5,5,4,,4,86
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,"?
1",,-,-,"?
2",-,,-,"?
1"
2228's Family,,2228,1,4,4,3,4,4,3,4,3,4,4,4,4,4,3,,4,4,4,3,,3,70
,,,2,4,4,3,4,4,4,4,3,3,4,4,4,4,4,,4,4,3,3,,3,70
,,,+/-,-,-,-,-,-,"?
1",-,-,"?
1",-,-,-,-,"?
1",,-,-,"?
1",-,,-,-
Classroom Average - Full-Day HS (Duration),,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,7,1,3.6,4,3.3,3.7,3.4,3.4,4,2.9,4.1,4.1,4.3,4.1,3.7,3.7,,4.1,4,3.7,3.3,,2.9,70.4
,,7,2,3.7,4,3.3,3.7,3.6,3.7,4.3,3.1,4.1,4.4,4.3,4.1,3.4,3.6,,4.1,4,4,3.6,,3.1,72.3
,,7,+/-,"?
0.1",-,-,-,"?
0.1","?
0.3","?
0.3","?
0.3",-,"?
0.3",-,-,"?
0.3","?
0.1",,-,-,"?
0.3","?
0.3",,"?
0.3","?
1.9"
Site Average - Caribou Early Education Services,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,26,1,3.8,4,3.1,3.8,3.5,3.4,3.9,3.1,4,4,4,4.1,3.6,3.6,,4,3.8,4,3.4,,2.8,69.9
,,26,2,3.9,4,3.1,3.9,3.7,3.7,4.2,3,4.1,4.1,4.2,4,3.7,3.7,,4,3.9,4,3.6,,3.1,71.9
,,26,+/-,"?
0.1",-,-,"?
0.2","?
0.2","?
0.3","?
0.2","?
0","?
0.1","?
0","?
0.1","?
0","?
0.1","?
0.1",,"?
0","?
0.1","?
0","?
0.2",,"?
0.3","?
2"
ACAP Early Education Services - Dyer Brook Early Education Servi - Full-Day HS/Partnership,,,,,,,,,,,,,,,,,,,,,,,,,
2202's Family,,2202,1,5,4,5,5,1,3,5,3,5,5,5,4,3,4,,5,5,5,5,,4,81
,,,2,5,4,4,5,2,4,5,3,5,5,5,5,3,3,,5,5,5,4,,4,81
,,,+/-,-,-,"?
1",-,"?
1","?
1",-,-,-,-,-,"?
1",-,"?
1",,-,-,-,"?
1",,-,-
2341's Family,,2341,1,5,2,3,5,1,4,5,3,4,5,5,2,4,3,,5,4,5,4,,3,72
,,,2,5,2,3,5,2,3,5,3,5,5,5,2,4,5,,5,5,5,4,,5,78
,,,+/-,-,-,-,-,"?
1","?
1",-,-,"?
1",-,-,-,-,"?
2",,-,"?
1",-,-,,"?
2","?
6"
2148's Family,,2148,1,5,5,4,1,1,3,5,3,5,5,5,3,2,3,,5,5,5,4,,5,74
,,,2,5,5,5,2,1,4,5,2,4,5,3,5,4,4,,5,4,5,4,,4,76
,,,+/-,-,-,"?
1","?
1",-,"?
1",-,"?
1","?
1",-,"?
2","?
2","?
2","?
1",,-,"?
1",-,-,,"?
1","?
2"
1789's Family,,1789,1,5,4,3,5,4,4,5,5,4,5,4,4,5,3,,5,4,5,4,,5,83
,,,2,5,5,3,5,4,4,5,3,4,5,4,2,4,3,,4,4,5,4,,5,78
,,,+/-,-,"?
1",-,-,-,-,-,"?
2",-,-,-,"?
2","?
1",-,,"?
1",-,-,-,,-,"?
5"
1763's Family,,1763,1,5,5,5,5,3,4,5,3,5,5,4,5,4,4,,5,4,4,3,,3,81
,,,2,5,5,5,5,4,4,5,3,4,5,3,3,4,3,,5,5,5,4,,3,80
,,,+/-,-,-,-,-,"?
1",-,-,-,"?
1",-,"?
1","?
2",-,"?
1",,-,"?
1","?
1","?
1",,-,"?
1"
Classroom Average - Full-Day HS/Partnership,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,5,1,5,4,4,4.2,2,3.6,5,3.4,4.6,5,4.6,3.6,3.6,3.4,,5,4.4,4.8,4,,4,78.2
,,5,2,5,4.2,4,4.4,2.6,3.8,5,2.8,4.4,5,4,3.4,3.8,3.6,,4.8,4.6,5,4,,4.2,78.6
,,5,+/-,-,"?
0.2",-,"?
0.2","?
0.6","?
0.2",-,"?
0.6","?
0.2",-,"?
0.6","?
0.2","?
0.2","?
0.2",,"?
0.2","?
0.2","?
0.2",-,,"?
0.2","?
0.4"
Site Average - Dyer Brook Early Education Servi,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,5,1,5,4,4,4.2,2,3.6,5,3.4,4.6,5,4.6,3.6,3.6,3.4,,5,4.4,4.8,4,,4,78.2
,,5,2,5,4.2,4,4.4,2.6,3.8,5,2.8,4.4,5,4,3.4,3.8,3.6,,4.8,4.6,5,4,,4.2,78.6
,,5,+/-,-,"?
0.2",-,"?
0.2","?
0.6","?
0.2",-,"?
0.6","?
0.2",-,"?
0.6","?
0.2","?
0.2","?
0.2",,"?
0.2","?
0.2","?
0.2",-,,"?
0.2","?
0.4"
ACAP Early Education Services - Early Head Start Home Base - Central HB,,,,,,,,,,,,,,,,,,,,,,,,,
1829's Family,,1829,1,4,4,3,4,3,4,5,3,3,4,4,4,2,3,,4,4,3,4,,2,67
,,,2,4,4,4,4,3,4,5,3,3,4,4,4,2,3,,4,4,3,4,,2,68
,,,+/-,-,-,"?
1",-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
2244's Family,,2244,1,4,4,4,3,2,4,5,3,5,5,4,4,2,3,,4,4,4,4,,2,70
,,,2,4,4,4,3,3,4,5,3,5,5,4,4,2,3,,4,4,4,4,,2,71
,,,+/-,-,-,-,-,"?
1",-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
2142's Family,,2142,1,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,2,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
2351's Family,,2351,1,2,3,3,2,2,3,2,3,2,2,3,2,1,2,,1,2,1,1,,2,39
,,,2,2,3,3,1,2,3,2,3,2,2,3,2,1,2,,1,2,1,1,,2,38
,,,+/-,-,-,-,"?
1",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,"?
1"
1528's Family,,1528,1,2,3,2,2,1,3,3,3,2,3,3,3,2,2,,3,3,2,2,,2,46
,,,2,3,4,3,3,1,2,4,3,4,4,3,3,3,3,,4,4,4,3,,3,61
,,,+/-,"?
1","?
1","?
1","?
1",-,"?
1","?
1",-,"?
2","?
1",-,-,"?
1","?
1",,"?
1","?
1","?
2","?
1",,"?
1","?
15"
2211's Family,,2211,1,3,5,3,5,4,3,4,3,4,4,4,3,4,3,,4,4,4,4,,2,70
,,,2,5,4,3,4,4,4,4,3,5,4,4,4,4,4,,4,4,3,3,,3,73
,,,+/-,"?
2","?
1",-,"?
1",-,"?
1",-,-,"?
1",-,-,"?
1",-,"?
1",,-,-,"?
1","?
1",,"?
1","?
3"
2142's Family,,2142,1,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,2,4,4,4,4,4,4,5,3,4,5,4,4,4,3,,4,4,4,4,,3,75
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
1023's Family,,1023,1,4,4,3,3,4,3,4,3,3,4,4,4,3,4,,4,3,5,4,,3,69
,,,2,4,4,3,4,4,3,4,3,4,3,3,3,3,4,,3,4,4,4,,3,67
,,,+/-,-,-,-,"?
1",-,-,-,-,"?
1","?
1","?
1","?
1",-,-,,"?
1","?
1","?
1",-,,-,"?
2"
Classroom Average - Central HB,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,7,1,3.3,3.9,3.1,3.3,2.9,3.4,4,3,3.3,3.9,3.7,3.4,2.6,2.9,,3.4,3.4,3.3,3.3,,2.3,62.3
,,7,2,3.7,3.9,3.4,3.3,3,3.4,4.1,3,3.9,3.9,3.6,3.4,2.7,3.1,,3.4,3.7,3.3,3.3,,2.6,64.7
,,7,+/-,"?
0.4",-,"?
0.3",-,"?
0.1",-,"?
0.1",-,"?
0.6",-,"?
0.1",-,"?
0.1","?
0.3",,-,"?
0.3",-,-,,"?
0.3","?
2.4"
ACAP Early Education Services - Early Head Start Home Base - Northern HB,,,,,,,,,,,,,,,,,,,,,,,,,
2227's Family,,2227,1,4,4,3,4,4,4,5,4,5,5,4,5,4,5,,4,4,4,4,,3,79
,,,2,4,4,3,4,4,4,5,4,5,5,4,5,4,5,,4,4,4,4,,3,79
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-
2055's Family,,2055,1,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,3,4,4,3,,3,66
,,,2,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,4,4,4,3,,3,67
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,"?
1",-,-,-,,-,"?
1"
2359's Family,,2359,1,4,4,3,3,3,3,4,3,4,3,2,3,3,3,,3,3,4,4,,3,62
,,,2,3,4,3,5,2,2,4,2,3,3,3,4,3,4,,4,4,3,3,,3,62
,,,+/-,"?
1",-,-,"?
2","?
1","?
1",-,"?
1","?
1",-,"?
1","?
1",-,"?
1",,"?
1","?
1","?
1","?
1",,-,-
2347's Family,,2347,1,5,5,4,5,5,5,5,5,3,5,4,4,5,4,,5,4,4,4,,5,86
,,,2,5,5,4,5,5,5,5,5,4,5,4,4,5,4,,5,4,4,4,,5,87
,,,+/-,-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,,-,-,-,-,,-,"?
1"
2281's Family,,2281,1,3,4,3,4,2,3,3,3,4,3,4,4,3,4,,4,3,4,4,,3,65
,,,2,3,4,3,3,4,3,4,3,4,3,4,3,4,4,,3,4,4,4,,3,67
,,,+/-,-,-,-,"?
1","?
2",-,"?
1",-,-,-,-,"?
1","?
1",-,,"?
1","?
1",-,-,,-,"?
2"
2348's Family,,2348,1,4,5,3,5,3,4,4,3,4,4,5,4,4,3,,4,4,3,3,,3,72
,,,2,4,5,3,5,3,4,4,3,3,4,5,4,4,3,,4,3,3,3,,2,69
,,,+/-,-,-,-,-,-,-,-,-,"?
1",-,-,-,-,-,,-,"?
1",-,-,,"?
1","?
3"
1934's Family,,1934,1,3,4,3,3,4,3,4,4,4,4,4,4,3,3,,4,4,3,3,,2,66
,,,2,4,4,3,5,4,3,5,3,4,5,4,4,4,5,,4,5,4,4,,5,79
,,,+/-,"?
1",-,-,"?
2",-,-,"?
1","?
1",-,"?
1",-,-,"?
1","?
2",,-,"?
1","?
1","?
1",,"?
3","?
13"
2246's Family,,2246,1,3,4,3,4,3,3,4,3,4,4,4,4,3,3,,4,3,4,4,,3,67
,,,2,3,4,3,3,3,3,4,3,5,4,5,4,3,3,,4,3,5,4,,3,69
,,,+/-,-,-,-,"?
1",-,-,-,-,"?
1",-,"?
1",-,-,-,,-,-,"?
1",-,,-,"?
2"
2359's Family,,2359,1,4,4,3,3,3,3,4,3,4,3,2,3,3,3,,3,3,4,4,,3,62
,,,2,3,4,3,5,2,2,4,2,3,3,3,4,3,4,,4,4,3,3,,3,62
,,,+/-,"?
1",-,-,"?
2","?
1","?
1",-,"?
1","?
1",-,"?
1","?
1",-,"?
1",,"?
1","?
1","?
1","?
1",,-,-
2055's Family,,2055,1,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,3,4,4,3,,3,66
,,,2,4,3,3,5,3,4,3,3,4,4,3,4,3,3,,4,4,4,3,,3,67
,,,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,"?
1",-,-,-,,-,"?
1"
Classroom Average - Northern HB,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,8,1,3.8,4.1,3.1,4.1,3.4,3.6,4,3.5,4,4,3.8,4,3.5,3.5,,3.9,3.6,3.8,3.6,,3.1,70.4
,,8,2,3.8,4.1,3.1,4.4,3.5,3.5,4.3,3.3,4,4.1,4,4,3.8,3.9,,4,3.9,3.9,3.6,,3.4,72.4
,,8,+/-,-,-,-,"?
0.3","?
0.1","?
0.1","?
0.3","?
0.3",-,"?
0.1","?
0.3",-,"?
0.3","?
0.4",,"?
0.1","?
0.3","?
0.1",-,,"?
0.3","?
2"
Site Average - Early Head Start Home Base,,,,,,,,,,,,,,,,,,,,,,,,,
Families w/ complete assessments:,,15,1,3.5,4,3.1,3.7,3.1,3.5,4,3.3,3.7,3.9,3.7,3.7,3.1,3.2,,3.7,3.5,3.5,3.5,,2.7,66.6
,,15,2,3.7,4,3.3,3.9,3.3,3.5,4.2,3.1,3.9,4,3.8,3.7,3.3,3.5,,3.7,3.8,3.6,3.5,,3,68.8
